"";"distrito";"tipo_accidente";"estado_meteorologico";"tipo_vehiculo";"tipo_persona";"rango_edad";"sexo";"positiva_alcohol";"positiva_droga";"grado_lesividad";"categoria_lesividad";"mes";"partes_dia";"coordenada_x_utm";"coordenada_y_utm"
"236";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Motocicleta > 125cc";"Pasajero";"De 25 a 29 años";"Mujer";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"January";"Madrugada";442840,06;4476187,67
"237";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Madrugada";442840,06;4476187,67
"238";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 25 a 29 años";"Hombre";"S";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Madrugada";442840,06;4476187,67
"239";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Madrugada";442840,06;4476187,67
"250";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana";440244,38;4481312,52
"251";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Mañana";440244,38;4481312,52
"252";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana";440244,38;4481312,52
"253";"CHAMBERÍ";"Alcance";"Despejado";"Motocicleta > 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde";439301,27;4476869,01
"254";"CHAMBERÍ";"Alcance";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";439301,27;4476869,01
"257";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Desconocido";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana";448183,45;4477318,94
"258";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Desconocido";"Turismo";"Conductor";"Más de 74 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana";448183,45;4477318,94
"264";"TETUÁN";"Caída";"Despejado";"Bicicleta";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde";441057,3;4477849,74
"265";"TETUÁN";"Caída";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";441057,3;4477849,74
"266";"RETIRO";"Colisión lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";441277,53;4474496,31
"267";"RETIRO";"Colisión lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";441277,53;4474496,31
"268";"RETIRO";"Colisión lateral";"Despejado";"Motocicleta hasta 125cc";"Pasajero";"De 65 a 69 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde";441277,53;4474496,31
"269";"FUENCARRAL-EL PARDO";"Colisión múltiple";"Despejado";"Bicicleta";"Conductor";"De 10 a 14 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"January";"Tarde";441911,01;4484171,72
"270";"FUENCARRAL-EL PARDO";"Colisión múltiple";"Despejado";"Bicicleta";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Tarde";441911,01;4484171,72
"271";"FUENCARRAL-EL PARDO";"Colisión múltiple";"Despejado";"Motocicleta > 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Tarde";441911,01;4484171,72
"272";"CHAMARTÍN";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"January";"Tarde";443492,93;4478612,75
"275";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"January";"Tarde";440508,23;4476180,03
"276";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";440508,23;4476180,03
"279";"ARGANZUELA";"Atropello a persona";"Despejado";"Motocicleta > 125cc";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";440948,26;4471986,9
"280";"ARGANZUELA";"Atropello a persona";"Despejado";"Motocicleta > 125cc";"Peatón";"Menor de 5 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde";440948,26;4471986,9
"282";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Tractocamión";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche";446389,75;4469714,08
"284";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche";440990,16;4477001,46
"285";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Noche";440990,16;4477001,46
"286";"ARGANZUELA";"Choque contra obstáculo fijo";"Despejado";"Furgoneta";"Conductor";"De 21 a 24 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Madrugada";440387,71;4472141,95
"287";"ARGANZUELA";"Choque contra obstáculo fijo";"Despejado";"Furgoneta";"Pasajero";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Madrugada";440387,71;4472141,95
"288";"CHAMARTÍN";"Caída";"Despejado";"Ciclomotor";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Mortal";"Fallecido 24 horas";"January";"Mañana";441457,82;4476653,29
"289";"CENTRO";"Alcance";"Despejado";"Otros vehículos con motor";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde";440927,73;4475455,53
"292";"CHAMARTÍN";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana";442457,64;4476676,28
"293";"VILLA DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde";449985,57;4468086,63
"294";"VILLA DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde";449985,57;4468086,63
"295";"CHAMBERÍ";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"January";"Tarde";440774,53;4476286,19
"296";"CHAMBERÍ";"Caída";"Despejado";"Motocicleta hasta 125cc";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Tarde";440774,53;4476286,19
"300";"TETUÁN";"Atropello a persona";"Despejado";"Turismo";"Conductor";"Más de 74 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";440554,71;4479710,62
"301";"TETUÁN";"Atropello a persona";"Despejado";"Turismo";"Peatón";"Más de 74 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Tarde";440554,71;4479710,62
"302";"TETUÁN";"Atropello a persona";"Despejado";"Turismo";"Peatón";"Más de 74 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Tarde";440554,71;4479710,62
"306";"RETIRO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 65 a 69 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde";441991,86;4472937,25
"307";"RETIRO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde";441991,86;4472937,25
"312";"LATINA";"Colisión fronto-lateral";"Despejado";"Camión rígido";"Conductor";"De 60 a 64 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana";435245,4;4469251,7
"313";"LATINA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 65 a 69 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana";435245,4;4469251,7
"314";"RETIRO";"Alcance";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Madrugada";442521,83;4473392,92
"315";"RETIRO";"Alcance";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Madrugada";442521,83;4473392,92
"316";"RETIRO";"Alcance";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Madrugada";442521,83;4473392,92
"323";"TETUÁN";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana";440779,72;4478018
"324";"TETUÁN";"Atropello a persona";"Despejado";"Turismo";"Peatón";"Más de 74 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Mañana";440779,72;4478018
"326";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Mañana";435825,52;4468197,7
"327";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana";435825,52;4468197,7
"328";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana";435825,52;4468197,7
"329";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana";435825,52;4468197,7
"331";"VILLA DE VALLECAS";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 15 a 17 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana";447485,58;4470217,72
"333";"FUENCARRAL-EL PARDO";"Caída";"Despejado";"Bicicleta";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"January";"Tarde";439174,22;4484515,97
"336";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Ciclomotor";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche";443102,86;4485097,54
"337";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche";443102,86;4485097,54
"338";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde";445261,67;4469066,4
"339";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";445261,67;4469066,4
"340";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde";445261,67;4469066,4
"341";"SALAMANCA";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";443782,86;4477155,43
"342";"SALAMANCA";"Alcance";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"January";"Tarde";443782,86;4477155,43
"348";"MORATALAZ";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";443624,48;4473107,52
"349";"MORATALAZ";"Alcance";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";443624,48;4473107,52
"351";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde";447917,44;4477077,31
"352";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Tarde";447917,44;4477077,31
"353";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Tarde";447917,44;4477077,31
"354";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"Menor de 5 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde";447917,44;4477077,31
"364";"CARABANCHEL";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"January";"Tarde";438343,93;4470545,7
"365";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Ciclomotor";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde";448756,77;4478268,88
"366";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";448756,77;4478268,88
"367";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 10 a 14 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";448756,77;4478268,88
"368";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";448756,77;4478268,88
"369";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 45 a 49 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";448756,77;4478268,88
"370";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde";448756,77;4478268,88
"371";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche";437406,47;4469176,5
"372";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Noche";437406,47;4469176,5
"373";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche";437406,47;4469176,5
"374";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche";437406,47;4469176,5
"375";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Noche";437406,47;4469176,5
"376";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche";437406,47;4469176,5
"377";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"Menor de 5 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Noche";437406,47;4469176,5
"378";"PUENTE DE VALLECAS";"Choque contra obstáculo fijo";"Desconocido";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Noche";445270;4470419,98
"379";"PUENTE DE VALLECAS";"Choque contra obstáculo fijo";"Desconocido";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"January";"Noche";445270;4470419,98
"390";"CHAMBERÍ";"Colisión lateral";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Noche";440722,7;4477019,87
"391";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche";443930,2;4464394,8
"392";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Noche";443930,2;4464394,8
"393";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"January";"Noche";443930,2;4464394,8
"394";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 15 a 17 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche";443930,2;4464394,8
"395";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche";443930,2;4464394,8
"396";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche";443930,2;4464394,8
"397";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Noche";443930,2;4464394,8
