"";"distrito";"tipo_accidente";"estado_meteorologico";"tipo_vehiculo";"tipo_persona";"rango_edad";"sexo";"positiva_alcohol";"positiva_droga";"grado_lesividad";"categoria_lesividad";"mes";"partes_dia"
"264";"TETUÁN";"Caída";"Despejado";"Bicicleta";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde"
"265";"TETUÁN";"Caída";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"266";"RETIRO";"Colisión lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"267";"RETIRO";"Colisión lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"268";"RETIRO";"Colisión lateral";"Despejado";"Motocicleta hasta 125cc";"Pasajero";"De 65 a 69 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde"
"269";"FUENCARRAL-EL PARDO";"Colisión múltiple";"Despejado";"Bicicleta";"Conductor";"De 10 a 14 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"January";"Tarde"
"270";"FUENCARRAL-EL PARDO";"Colisión múltiple";"Despejado";"Bicicleta";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Tarde"
"271";"FUENCARRAL-EL PARDO";"Colisión múltiple";"Despejado";"Motocicleta > 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Tarde"
"272";"CHAMARTÍN";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"January";"Tarde"
"275";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"January";"Tarde"
"276";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"279";"ARGANZUELA";"Atropello a persona";"Despejado";"Motocicleta > 125cc";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"280";"ARGANZUELA";"Atropello a persona";"Despejado";"Motocicleta > 125cc";"Peatón";"Menor de 5 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde"
"282";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Tractocamión";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche"
"284";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche"
"285";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Noche"
"286";"ARGANZUELA";"Choque contra obstáculo fijo";"Despejado";"Furgoneta";"Conductor";"De 21 a 24 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Madrugada"
"287";"ARGANZUELA";"Choque contra obstáculo fijo";"Despejado";"Furgoneta";"Pasajero";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Madrugada"
"288";"CHAMARTÍN";"Caída";"Despejado";"Ciclomotor";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Mortal";"Fallecido 24 horas";"January";"Mañana"
"289";"CENTRO";"Alcance";"Despejado";"Otros vehículos con motor";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde"
"292";"CHAMARTÍN";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana"
"293";"VILLA DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde"
"294";"VILLA DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde"
"295";"CHAMBERÍ";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"January";"Tarde"
"296";"CHAMBERÍ";"Caída";"Despejado";"Motocicleta hasta 125cc";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Tarde"
"300";"TETUÁN";"Atropello a persona";"Despejado";"Turismo";"Conductor";"Más de 74 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"301";"TETUÁN";"Atropello a persona";"Despejado";"Turismo";"Peatón";"Más de 74 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Tarde"
"302";"TETUÁN";"Atropello a persona";"Despejado";"Turismo";"Peatón";"Más de 74 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Tarde"
"306";"RETIRO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 65 a 69 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde"
"307";"RETIRO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde"
"312";"LATINA";"Colisión fronto-lateral";"Despejado";"Camión rígido";"Conductor";"De 60 a 64 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana"
"313";"LATINA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 65 a 69 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana"
"314";"RETIRO";"Alcance";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Madrugada"
"315";"RETIRO";"Alcance";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Madrugada"
"316";"RETIRO";"Alcance";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Madrugada"
"323";"TETUÁN";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana"
"324";"TETUÁN";"Atropello a persona";"Despejado";"Turismo";"Peatón";"Más de 74 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Mañana"
"326";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Mañana"
"327";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana"
"328";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana"
"329";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana"
"331";"VILLA DE VALLECAS";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 15 a 17 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana"
"333";"FUENCARRAL-EL PARDO";"Caída";"Despejado";"Bicicleta";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"January";"Tarde"
"336";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Ciclomotor";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche"
"337";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche"
"338";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde"
"339";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"340";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde"
"341";"SALAMANCA";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"342";"SALAMANCA";"Alcance";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"January";"Tarde"
"348";"MORATALAZ";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"349";"MORATALAZ";"Alcance";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"351";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde"
"352";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Tarde"
"353";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Tarde"
"354";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"Menor de 5 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde"
"364";"CARABANCHEL";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"January";"Tarde"
"365";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Ciclomotor";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde"
"366";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"367";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 10 a 14 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"368";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"369";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 45 a 49 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"370";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"371";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche"
"372";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Noche"
"373";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche"
"374";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche"
"375";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Noche"
"376";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche"
"377";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"Menor de 5 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Noche"
"378";"PUENTE DE VALLECAS";"Choque contra obstáculo fijo";"Desconocido";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Noche"
"379";"PUENTE DE VALLECAS";"Choque contra obstáculo fijo";"Desconocido";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"January";"Noche"
"390";"CHAMBERÍ";"Colisión lateral";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Noche"
"391";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche"
"392";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Noche"
"393";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"January";"Noche"
"394";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 15 a 17 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche"
"395";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche"
"396";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Noche"
"397";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Noche"
"405";"CHAMBERÍ";"Choque contra obstáculo fijo";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 65 a 69 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"January";"Noche"
"408";"RETIRO";"Colisión lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 35 a 39 años";"Hombre";"S";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Madrugada"
"409";"RETIRO";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Madrugada"
"410";"RETIRO";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Madrugada"
"411";"CENTRO";"Caída";"Despejado";"Ciclomotor";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Madrugada"
"416";"CIUDAD LINEAL";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Madrugada"
"417";"CIUDAD LINEAL";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Madrugada"
"423";"RETIRO";"Caída";"Despejado";"Ciclomotor";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"January";"Madrugada"
"426";"PUENTE DE VALLECAS";"Colisión frontal";"Despejado";"Furgoneta";"Conductor";"De 25 a 29 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana"
"427";"PUENTE DE VALLECAS";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Mañana"
"429";"CARABANCHEL";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana"
"430";"CARABANCHEL";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"January";"Mañana"
"431";"CARABANCHEL";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana"
"432";"CARABANCHEL";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana"
"433";"CARABANCHEL";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"January";"Mañana"
"434";"CARABANCHEL";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana"
"435";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Ciclomotor";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Noche"
"436";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Noche"
"437";"CARABANCHEL";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"January";"Mañana"
"438";"CARABANCHEL";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 55 a 59 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"January";"Mañana"
"449";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"January";"Tarde"
"450";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"1";"Sin asistencia";"Sin asistencia sanitaria";"January";"Tarde"
"451";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"January";"Tarde"
